357;62;357
358;71;358
359;64;359
360;72;360
361;66;361
362;12;362
363;37;363
364;66;364
365;18;365
366;33;366
367;73;367
368;68;368
369;15;369
370;78;370
371;41;371
372;61;372
373;75;373
374;60;374
375;11;375
376;50;376
377;3;377
378;77;378
379;11;379
380;36;380
381;73;381
382;8;382
383;68;383
384;53;384
385;6;385
386;26;386
387;52;387
388;15;388
389;58;389
390;27;390
391;34;391
392;70;392
393;64;393
394;15;394
395;42;395
396;58;396
397;55;397
398;68;398
399;13;399
400;66;400
401;18;401
402;38;402
403;32;403
404;3;404
405;50;405
406;4;406
407;40;407
408;32;408
409;58;409
410;6;410
411;52;411
412;38;412
413;26;413
414;64;414
415;19;415
416;62;416
417;50;417
418;57;418
419;63;419
420;54;420
421;41;421
422;44;422
423;53;423
424;44;424
425;12;425
426;6;426
427;8;427
428;9;428
429;72;429
430;15;430
431;43;431
432;56;432
433;8;433
434;34;434
435;1;435
436;66;436
437;33;437
438;17;438
439;19;439
440;53;440
441;70;441
442;18;442
443;46;443
444;51;444
445;3;445
446;68;446
447;19;447
448;30;448
449;78;449
450;25;450
451;15;451
452;51;452
453;41;453
454;47;454
455;12;455
456;56;456
457;76;457
458;6;458
459;29;459
460;35;460
461;37;461
462;65;462
463;20;463
464;1;464
465;26;465
466;26;466
467;16;467
468;23;468
469;16;469
470;29;470
471;13;471
472;68;472
473;30;473
474;23;474
475;41;475
476;30;476
477;58;477
478;61;478
479;26;479
480;31;480
481;56;481
482;80;482
483;64;483
484;33;484
485;70;485
486;57;486
487;59;487
488;80;488
489;2;489
490;68;490
491;52;491
492;6;492
493;53;493
494;74;494
495;61;495
496;52;496
497;50;497
498;79;498
499;40;499
500;57;500
501;20;501
502;32;502
503;49;503
504;72;504
505;70;505
506;5;506
507;46;507
508;56;508
509;62;509
510;78;510
511;7;511
512;43;512
513;51;513
514;60;514
515;73;515
516;24;516
517;80;517
518;61;518
519;44;519
520;51;520
521;27;521
522;73;522
523;36;523
524;6;524
525;49;525
526;4;526
527;20;527
528;2;528
529;33;529
530;80;530
531;34;531
532;27;532
533;18;533
534;1;534
535;74;535
536;37;536
537;7;537
538;34;538
539;39;539
540;57;540
541;23;541
542;26;542
543;60;543
544;26;544
545;73;545
546;25;546
547;28;547
548;77;548
549;29;549
550;77;550
551;12;551
552;7;552
553;47;553
554;28;554
555;6;555
556;47;556
557;10;557
558;61;558
559;20;559
560;50;560
561;7;561
562;30;562
563;80;563
564;28;564
565;62;565
566;56;566
567;72;567
568;28;568
569;51;569
570;61;570
571;63;571
572;56;572
573;55;573
574;6;574
575;14;575
576;31;576
577;26;577
578;43;578
579;47;579
580;80;580
581;4;581
582;44;582
583;17;583
584;77;584
585;7;585
586;29;586
587;37;587
588;64;588
589;17;589
590;67;590
591;74;591
592;36;592
593;25;593
594;18;594
595;4;595
596;65;596
597;49;597
598;51;598
599;15;599
600;29;600
601;31;601
602;30;602
603;77;603
604;74;604
605;31;605
606;12;606
607;2;607
608;34;608
609;38;609
610;37;610
611;7;611
612;65;612
613;57;613
614;26;614
615;47;615
616;22;616
617;38;617
618;8;618
619;46;619
620;42;620
621;32;621
622;54;622
623;10;623
624;4;624
625;78;625
626;23;626
627;7;627
628;2;628
629;57;629
630;76;630
631;50;631
632;44;632
633;38;633
634;42;634
635;43;635
636;44;636
637;75;637
638;76;638
639;26;639
640;61;640
641;22;641
642;28;642
643;35;643
644;45;644
645;24;645
646;35;646
647;61;647
648;29;648
649;63;649
650;21;650
651;20;651
652;58;652
653;41;653
654;73;654
655;6;655
656;57;656
657;7;657
658;15;658
659;15;659
660;29;660
661;18;661
662;5;662
663;30;663
664;79;664
665;44;665
666;28;666
667;12;667
668;39;668
669;9;669
670;50;670
671;35;671
672;26;672
673;53;673
674;16;674
675;2;675
676;69;676
677;58;677
678;42;678
679;65;679
680;79;680
681;6;681
682;49;682
683;40;683
684;50;684
685;42;685
686;43;686
687;79;687
688;36;688
689;64;689
690;13;690
691;59;691
692;56;692
693;51;693
694;57;694
695;62;695
696;57;696
697;20;697
698;54;698
699;42;699
700;9;700
701;52;701
702;17;702
703;24;703
704;27;704
705;47;705
706;28;706
707;29;707
708;4;708
709;1;709
710;72;710
711;6;711
712;38;712
713;15;713
714;54;714
715;78;715
716;6;716
717;71;717
718;16;718
719;56;719
720;25;720
721;41;721
722;18;722
723;13;723
724;10;724
725;31;725
726;1;726
727;72;727
728;31;728
729;54;729
730;63;730
731;14;731
732;73;732
733;1;733
734;5;734
735;19;735
736;3;736
737;24;737
738;30;738
739;26;739
740;57;740
741;20;741
742;69;742
743;36;743
744;38;744
745;69;745
746;73;746
747;17;747
748;27;748
749;66;749
750;52;750
751;63;751
752;54;752
753;14;753
754;49;754
755;24;755
756;53;756
757;23;757
758;4;758
759;48;759
760;36;760
761;49;761
762;60;762
763;45;763
764;64;764
765;33;765
766;80;766
767;48;767
768;18;768
769;40;769
770;78;770
771;60;771
772;79;772
773;68;773
774;65;774
775;56;775
776;23;776
777;70;777
778;6;778
779;66;779
780;49;780
781;41;781
782;79;782
783;33;783
784;78;784
785;75;785
786;14;786
787;8;787
788;59;788
789;70;789
790;58;790
791;31;791
792;17;792
793;15;793
794;30;794
795;66;795
796;4;796
797;28;797
798;54;798
799;24;799
800;76;800
